Structure [idcode],Compound-ID,Product-ID,Provider,Molweight,Substance Name,Amount (g),Price,Currency,Stock (g),Smiles
dmvLaFJUCDZUyIf[[a`bA`@@ !Bmww~_{\BbGvw__x@mwvw@k\Bb@H,,EN300-103495,Enamine,218.01,2-bromo-3-nitrophenol,0.1,19,USD,10,[O-][N+](c1cccc(O)c1Br)=O
dmvLaAJUCDFUyIf_Yn``I`@@ !B?`BH@k\BbGw~@Ox@mpK~@K\Bb@H,,EN300-113637,Enamine,218.01,2-bromo-5-nitrophenol,0.1,21,USD,10,[O-][N+](c(cc1)cc(O)c1Br)=O
dmvH`IHLSHhhmBfzB@j@@ !BmpK~@K]}b@Jw@k\Bmww~@H`B?`@,,EN300-102496,Enamine,216.08,2-bromo-6-[(methylamino)methyl]phenol,0.1,257,USD,0.83,CNCc1cccc(Br)c1O
dmvH`EHLSHhhmDVzB@k@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}mwt,,EN300-6777624,Enamine,212.05,3-bromo-4-hydroxy-5-methylbenzonitrile,0.1,120,USD,10,Cc1cc(C#N)cc(Br)c1O
dmvH`EHLSHhhmBfzB@k@@ !BmpK~@K]}b@Jw@k\Bmww~@H`BbOp,,EN300-199430,Enamine,212.05,2-(3-bromo-2-hydroxyphenyl)acetonitrile,0.1,407,USD,4.002,N#CCc1cccc(Br)c1O
dmvHPEHLSlSHhhmDVFBBK@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@?`@,,EN300-258708,Enamine,276.92,"3,5-dibromo-4-hydroxybenzonitrile",0.25,19,USD,10,N#Cc(cc1Br)cc(Br)c1O
dmvHPEHLShcHhhmDVFBBK@@ !BmpJw__x@?g~w@k\Bmww~@Ox@?`@,,EN300-3186167,Enamine,232.46,3-bromo-5-chloro-4-hydroxybenzonitrile,0.1,83,USD,10,N#Cc(cc1Cl)cc(Br)c1O
dmvHPEHLR\QIf^Ua``bp@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}?`@,,EN300-725117,Enamine,276.92,"3,5-dibromo-2-hydroxybenzonitrile",0.5,19,USD,10,N#Cc1cc(Br)cc(Br)c1O
dmvHPEHLRXaIf^Ua``bp@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}?`@,,EN300-2919812,Enamine,232.46,3-bromo-5-chloro-2-hydroxybenzonitrile,0.1,71,USD,10,N#Cc1cc(Cl)cc(Br)c1O
dmvHPEHLSiCHhhmDVFBBK@@ !BmpJw__x@?g~w@k\Bmww~@Ox@?`@,,EN300-310748,Enamine,216.01,3-bromo-5-fluoro-4-hydroxybenzonitrile,0.1,87,USD,10,N#Cc(cc1F)cc(Br)c1O
dmvHPEHJslSHhhmDVFBBK@@ !BmpJw__x@?g~w@k\Bmww~@Ox@?`@,,EN300-24201724,Enamine,323.91,3-bromo-4-hydroxy-5-iodobenzonitrile,0.1,439,USD,0,N#Cc(cc1Br)cc(I)c1O
dmvD`EK`qLbbbtQXXHHl@@ !BmpJw__x@?g~w@k\Bmww~@Ox@?`@,,EN300-6505088,Enamine,214.02,"3-bromo-4,5-dihydroxybenzonitrile",0.1,27,USD,2.632,N#Cc(cc1O)cc(Br)c1O
dmvD`EJPqDfY}fzB@f@@ !B?`BH@k\BbGw~@Ox@mpK~@K\Bb@H,,EN300-262663,Enamine,216.03,4-bromo-3-hydroxybenzamide,0.25,19,USD,10,NC(c(cc1)cc(O)c1Br)=O
dmtL`BzPqLbbbtJXXHHh@@ !B?`BH@k\BbGw~@Ox@b@Jw@ox@b@H,,EN300-1599530,Enamine,219.03,"3-bromo-6-methoxybenzene-1,2-diol",0.1,131,USD,10,COc(ccc(Br)c1O)c1O
dmtL`BePqDfY}fzB@f@@ !B?`BH@k\BbGw~@Ox@mpK~@H`BmpH,,EN300-109810,Enamine,217.02,4-bromo-3-hydroxybenzoic acid,0.25,19,USD,10,OC(c(cc1)cc(O)c1Br)=O
dmtL`BePqDfYmnFBHF@@ !Bmww~_{\BbGvw__x@mwvw@h`BmpH,,EN300-133972,Enamine,217.02,2-bromo-3-hydroxybenzoic acid,0.1,50,USD,10,OC(c1cccc(O)c1Br)=O
dmtL`BePqDfY{fFBBF@@ !BmpK~@K]}b@Jw@k\B?`Bw_X`BmpH,,EN300-71404,Enamine,217.02,3-bromo-2-hydroxybenzoic acid,0.5,19,USD,10,OC(c1cccc(Br)c1O)=O
dmtL`ByPqLbbbtQXXHHd@@ !BmpJw__x@?g~w@k\Bmww~@Ox@b@H,,EN300-106071,Enamine,217.02,"3-bromo-4,5-dihydroxybenzaldehyde",0.1,35,USD,9.634,Oc1cc(C=O)cc(Br)c1O
dmtL`BePqDfYmVFBBI@@ !Bmww~_{\BbGvw_[]}?`Bw@k\Bb@H,,EN300-7412255,Enamine,217.02,"2-bromo-3,6-dihydroxybenzaldehyde",0.1,59,USD,10,Oc(cc1)c(C=O)c(Br)c1O
dmtL`BePqDfYyvzB@i@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@H,,EN300-30919,Enamine,217.02,"3-bromo-2,5-dihydroxybenzaldehyde",0.1,152,USD,10,Oc(cc1C=O)cc(Br)c1O
dmtL`BePqDfYwfzB@f@@ !BmpJw__x@?g~w@k\B?`C~@H`BmpH,,EN300-11807,Enamine,217.02,3-bromo-4-hydroxybenzoic acid,0.25,19,USD,10,OC(c(cc1)cc(Br)c1O)=O
dmtL`BEPqDfYnvfBBa@@ !Bmww~_{\BbGvw_[]}?`C~_{\Bb@H,,EN300-746109,Enamine,217.02,"2-bromo-3,4-dihydroxybenzaldehyde",0.1,52,USD,4.707,Oc1ccc(C=O)c(Br)c1O
dmtL`BFPqDfYuvzB@j@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@b@H,,EN300-1911473,Enamine,219.03,"2-bromo-5-methoxybenzene-1,4-diol",0.1,355,USD,0,COc(c(O)c1)cc(O)c1Br
dmtHpFCDJHVPRYf{xXH`h@@ !BmpK~@K]}b@Jw@oy?mpJw__x@mwt,,EN300-6821423,Enamine,239.47,2-bromo-3-chloro-6-fluoro-4-methylphenol,0.1,342,USD,10,Cc(c(Cl)c1Br)cc(F)c1O
dmtHpBCDfPVPRYgv[hHBh@@ !Bmwvw@oy??`Bw_[]}?g~w_[\B?g|,,EN300-382862,Enamine,223.02,2-bromo-5-(difluoromethyl)phenol,0.1,481,USD,10,Oc(cc(C(F)F)cc1)c1Br
dmtHpBCDFPVPRYfyZXHJH@@ !Bmww~_{\BbGvw_[]}?`C~_{\BmpH,,EN300-6780965,Enamine,223.02,"2-bromo-4,6-difluoro-3-methylphenol",0.1,347,USD,5.073,Cc(c(Br)c(c(F)c1)O)c1F
dmtHpBCDFPVHRYfyZXHJH@@ !Bmww~_{\BbGvw_[]}?`C~_{\BmpH,,EN300-6821431,Enamine,239.47,2-bromo-4-chloro-6-fluoro-3-methylphenol,0.1,277,USD,8.324,Cc(c(Br)c(c(F)c1)O)c1Cl
dmtH`BCDrJJKPqn``J`@@ !BmpK~@K]}b@Jw@k\Bmww~@H`BmpH,,EN300-5418000,Enamine,215.09,2-bromo-6-(propan-2-yl)phenol,0.1,146,USD,10,CC(C)c1cccc(Br)c1O
dmtH`BCDRYgv[hHBh@@ !B?`BH@k\BbGw~@Ox@mpK~@H`BmpH,,EN300-4266878,Enamine,215.09,2-bromo-5-(propan-2-yl)phenol,0.1,277,USD,10,CC(C)c(cc1)cc(O)c1Br
dmtH`BCDrJJKPin``JP@@ !BmpK~@K]}b@Jw@k\Bmww~@H`B?`@,,EN300-76268,Enamine,213.07,2-bromo-6-(prop-2-en-1-yl)phenol,0.1,109,USD,5.883,C=CCc1cccc(Br)c1O
dmtH`BCDRYg^[hHBh@@ !BmpJw__x@?g~w@k\B?`C~@H`BmpH,,EN300-127045,Enamine,215.09,2-bromo-4-(propan-2-yl)phenol,0.1,82,USD,10,CC(C)c(cc1)cc(Br)c1O
dmtD`BdLQIf[[a`bA`@@ !Bmww~_{\BbGvw__x@mwvw@k\Bb@H,,EN300-1914615,Enamine,215.05,1-(2-bromo-3-hydroxyphenyl)ethan-1-one,0.1,167,USD,10,CC(c1cccc(O)c1Br)=O
dmtD`BdLQIf]yn``I`@@ !BmpJw__x@?g~w@k\B?`C~@K\Bb@H,,EN300-261215,Enamine,215.05,1-(3-bromo-4-hydroxyphenyl)ethan-1-one,1,19,USD,10,CC(c(cc1)cc(Br)c1O)=O
dmtD`BdLQIf^ya``a`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[\Bb@H,,EN300-114936,Enamine,215.05,1-(3-bromo-2-hydroxyphenyl)ethan-1-one,1,19,USD,10,CC(c1cccc(Br)c1O)=O
dmtD`BTLSHhhmDVzB@i@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}?g|,,EN300-6806594,Enamine,215.05,3-bromo-4-hydroxy-5-methylbenzaldehyde,0.1,176,USD,10,Cc1cc(C=O)cc(Br)c1O
dmtD`BTLSHhhiiVFBBI@@ !Bmww~_{\BbGvw_[]}?`Bw@oy?m?t,,EN300-6776080,Enamine,215.05,3-bromo-2-hydroxy-4-methylbenzaldehyde,0.1,301,USD,10,Cc1ccc(C=O)c(O)c1Br
dmtD`BTLQIf^un``JP@@ !B?`BH@k\BbGw~@Ox@mpJH@ox@?`@,,EN300-180454,Enamine,215.05,3-bromo-2-hydroxy-6-methylbenzaldehyde,0.1,103,USD,10,Cc(cc1)c(C=O)c(O)c1Br
dmtD`BTLQIf^]n``JP@@ !Bb@JH__x@?g~H@h`B?`BH__x@b@H,,EN300-129716,Enamine,215.05,3-bromo-2-hydroxy-5-methylbenzaldehyde,0.1,22,USD,0.664,Cc(cc1C=O)cc(Br)c1O
dmtD`BTLQIf]un``J`@@ !BmpJw__x@?g~w@k\B?`C~@H`B?`@,,EN300-1898192,Enamine,217.06,2-bromo-4-(2-hydroxyethyl)phenol,0.1,322,USD,0,OCCc(cc1)cc(Br)c1O
dmtDPITJqlQIeYvn`BJP@@ !Bb@JH__x@b@JH@ha}?`C~@H`Bb@H,,EN300-26255440,Enamine,326.91,3-bromo-2-hydroxy-5-iodobenzaldehyde,0.1,77,USD,10,Oc(c(C=O)cc(I)c1)c1Br
dmtDPFdLPiCHhhibnFBHJ@@ !B?`BH@k\BbGw~@K]}?`Bw@ox@b@H,,EN300-6807267,Enamine,221.02,2-bromo-3-fluoro-5-methoxyphenol,0.1,461,USD,10,COc(cc1O)cc(F)c1Br
dmtDPBxLRXaIf^Ua``b`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@H,,EN300-1897198,Enamine,237.48,2-bromo-4-chloro-6-methoxyphenol,0.1,355,USD,2.816,COc1cc(Cl)cc(Br)c1O
dmtDPBdLSlSHhhmDVFBBJ@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@b@H,,EN300-193486,Enamine,281.93,"2,6-dibromo-4-methoxyphenol",0.1,103,USD,10,COc(cc1Br)cc(Br)c1O
dmtDPBdLPYAIf]]n``J`@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@b@H,,EN300-6825593,Enamine,221.02,2-bromo-4-fluoro-5-methoxyphenol,0.1,156,USD,10,COc(c(F)c1)cc(O)c1Br
dmtDPBTLSiCHhhmDVFBBI@@ !BmpJw__x@?g~w@k\Bmww~@Ox@b@H,,EN300-6778123,Enamine,219.01,3-bromo-5-fluoro-4-hydroxybenzaldehyde,1,19,USD,10,Oc(c(F)cc(C=O)c1)c1Br
dmtDPBTLSiCHhhmBfFBBI@@ !B?`BH@k\BbGw~@Ox@b@Jw@ox@b@H,,EN300-7499171,Enamine,219.01,4-bromo-2-fluoro-3-hydroxybenzaldehyde,0.1,241,USD,10,Oc(c(F)c(C=O)cc1)c1Br
dmtDPBTLSlSHhhmDVFBBI@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@b@H,,EN300-18119,Enamine,279.92,"3,5-dibromo-4-hydroxybenzaldehyde",1,19,USD,10,Oc(c(Br)cc(C=O)c1)c1Br
dmtDPBTLShcHhhmDVFBBI@@ !BmpJw__x@?g~w@k\Bmww~@Ox@b@H,,EN300-7418405,Enamine,235.46,3-bromo-5-chloro-4-hydroxybenzaldehyde,0.25,19,USD,10,Oc(c(Cl)cc(C=O)c1)c1Br
dmtDPBTLR\QIf^]n``JP@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@H,,EN300-18188,Enamine,279.92,"3,5-dibromo-2-hydroxybenzaldehyde",1,19,USD,10,Oc(c(C=O)cc(Br)c1)c1Br
dmtDPBTLSlSHhhmDVFBBJ@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@b@H,,EN300-365651,Enamine,281.93,"2,6-dibromo-4-(hydroxymethyl)phenol",0.1,113,USD,10,OCc(cc1Br)cc(Br)c1O
dmtDPBTLRYAIf^un``JP@@ !Bb@K~@Ha}mpJH@h`BbGw~@H`Bb@H,,EN300-306187,Enamine,219.01,3-bromo-6-fluoro-2-hydroxybenzaldehyde,0.1,72,USD,2.326,Oc(c(C=O)c(cc1)F)c1Br
dmtDPBTLRYAIf]Un``JP@@ !Bb@JH__x@?g~H@h`B?`C~@H`Bb@H,,EN300-1276385,Enamine,219.01,5-bromo-2-fluoro-4-hydroxybenzaldehyde,0.1,78,USD,10,Oc(cc(c(C=O)c1)F)c1Br
dmtDPBTLRYAIf^]n``JP@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@H,,EN300-177154,Enamine,219.01,3-bromo-5-fluoro-2-hydroxybenzaldehyde,0.5,19,USD,7.824,Oc(c(C=O)cc(F)c1)c1Br
dmtDPBTLRXaIf]Un``JP@@ !Bb@JH__x@?g~H@h`B?`C~@H`Bb@H,,EN300-1276897,Enamine,235.46,5-bromo-2-chloro-4-hydroxybenzaldehyde,0.1,248,USD,6.573,Oc(cc(c(C=O)c1)Cl)c1Br
dmtDPBTLRXaIf^]n``JP@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@H,,EN300-370866,Enamine,235.46,3-bromo-5-chloro-2-hydroxybenzaldehyde,0.25,19,USD,10,Oc(c(C=O)cc(Cl)c1)c1Br
dmtDPBTLQiCHhhii^FBHI@@ !BmpK~@K]}b@Jw@oy?mpJw__x@b@H,,EN300-121460,Enamine,219.01,3-bromo-4-fluoro-2-hydroxybenzaldehyde,0.1,257,USD,10,Oc(c(C=O)ccc1F)c1Br
dmtDPBDLRYAIf]Un``J`@@ !Bb@JH__x@?g~H@h`B?`C~@H`Bb@H,,EN300-6825652,Enamine,221.02,2-bromo-5-fluoro-4-methoxyphenol,0.1,68,USD,10,COc(c(F)c1)cc(Br)c1O
dmVHpNHLRXaXaIf^Qa``b@@ !Bm?s~@K_}b@Jw@k_|?`Bw_[_}vgX,,EN300-25092201,Enamine,258.93,2-amino-6-bromo-4-chlorophenol hydrochloride,1,19,USD,10,Nc1cc(Cl)cc(Br)c1O.Cl
dmVHpIHLP\QXaIf]Qn``J@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@?Oh,,EN300-7438011,Enamine,303.38,"5-amino-2,4-dibromophenol hydrochloride",0.1,77,USD,10,Nc(c(Br)c1)cc(O)c1Br.Cl
dmVHpIHLSiAXaIf^Qa``b@@ !Bb@JH?_x@?g~H@h`BbOw~@Ox@YDx,,EN300-52810712,Enamine,242.48,4-amino-2-bromo-6-fluorophenol hydrochloride,0.1,136,USD,10,Nc(cc1F)cc(Br)c1O.Cl
dmVHpAHLRXa\QIf]Qn``J@@ !Bb@JH__x@?g~H@h`B?`C~@H`BIOX,,EN300-52855367,Enamine,303.38,4-amino-2-bromo-5-chlorophenol hydrobromide,0.1,298,USD,10,Nc(c(Cl)c1)cc(Br)c1O.Br
dmVHPIHLQXaIf_Qn``J@@ !B?`BH?K_|bOw~@Ox@m?s~@H`B?Kh,,EN300-6495042,Enamine,238.51,5-(aminomethyl)-2-bromophenol hydrochloride,0.1,301,USD,10,NCc(cc1)cc(O)c1Br.Cl
dmVHPIHLQXaIf]Qn``J@@ !Bb@JH__x@?g~H@h`B?`C~@H`BvOX,,EN300-27776897,Enamine,238.51,5-amino-2-bromo-4-methylphenol hydrochloride,0.1,156,USD,10,Cc(c(N)c1)cc(Br)c1O.Cl
dmVHPIHLQXaIf[qa``b@@ !Bmww~_{\BbOvw?[_}?`Bw?H`BvaD,,EN300-7720147,Enamine,238.51,3-(aminomethyl)-2-bromophenol hydrochloride,0.1,337,USD,0.02,NCc1cccc(O)c1Br.Cl
dmVHPIHLQ\QIf]qn``J@@ !Bm?rw?_x@?g~w?K_|?`C~@H`BvkX,,EN300-111601,Enamine,282.96,4-(aminomethyl)-2-bromophenol hydrobromide,0.1,158,USD,10,NCc(cc1)cc(Br)c1O.Br
dmVHPIHLQXcHhhmBFzB@h@@ !Bm?s~@K_}b@Jw@k_|m?w~@H`BvaX,,EN300-180954,Enamine,238.51,2-(aminomethyl)-6-bromophenol hydrochloride,0.1,221,USD,10,NCc1cccc(Br)c1O.Cl
dmVHPAHLQXaIf]qn``J@@ !Bm?rw?_x@?g~w?K_|?`C~@H`BvkX,,EN300-47319015,Enamine,238.51,2-bromo-4-(methylamino)phenol hydrochloride,0.1,337,USD,10,CNc(cc1)cc(Br)c1O.Cl
dmVDPAI`qEbDfYnNfBH`@@ !BmpK~@K]}b@Jw@oy?mpK~@K]}voX,,EN300-52223565,Enamine,240.48,"4-amino-2-bromobenzene-1,3-diol hydrochloride",0.1,337,USD,0.324,Nc(c(O)c1Br)ccc1O.Cl
dmVDPAJPqEbDfYuFzB@h@@ !Bb@JH__x@?g~H@h`B?`C~@H`BIOX,,EN300-52407622,Enamine,240.48,"4-amino-6-bromobenzene-1,3-diol hydrochloride",0.1,372,USD,10,Nc(c(O)c1)cc(Br)c1O.Cl
dmNH`IHLQIf]UneXHBd`@ !BbGw~_x`BmwvH_Xa}b@I`FfAeKF\,,EN300-121843,Enamine,212.05,5-bromo-1H-indol-6-ol,0.1,376,USD,10,Oc(cc1[nH]ccc1c1)c1Br
dmMH`NT`qDfY{VFU``ab@@ !BbGvH@oy??`BH_Xa}XAk~_rqgXFT,,EN300-205763,Enamine,213.03,"5-bromo-1H-1,3-benzodiazol-4-ol",0.1,684,USD,0.038,Oc(c1c(cc2)[nH]cn1)c2Br
dmMH`IT`qDfY{VzU``JR@@ !BbGvH@oy??`BH_Xa}?g}`FfAeKF\,,EN300-24202365,Enamine,213.03,5-bromo-1H-indazol-4-ol,0.1,109,USD,10,Oc(c1c(cc2)[nH]nc1)c2Br
dmMH`IT`qDfYuVzU``JR@@ !BbGw~_x`BmwvH_Xa}b@I`FfAeKF\,,EN300-6774825,Enamine,213.03,5-bromo-1H-indazol-6-ol,0.1,28,USD,5.647,Oc(cc1[nH]ncc1c1)c1Br
dmMH`IT`qDfYmVFU``bR@@ !B?g~w_Xa}mpK~_?y?XAjH_VAeKF\,,EN300-724785,Enamine,213.03,4-bromo-1H-indazol-5-ol,0.1,162,USD,8.631,Oc(ccc1c2cn[nH]1)c2Br
dmMH`FT`qDfYm^FU`bAb@@ !B?g~w_Xa}mpK~_v@Z?g~H_RqgXFT,,EN300-3182839,Enamine,213.03,"4-bromo-1H-1,3-benzodiazol-5-ol",0.1,277,USD,0.655,Oc(ccc1c2nc[nH]1)c2Br
dmMH`AT`qDfYuVzU``Ja@@ !BbGw~_x`BmwvH_Xa}b@I`FfAeKF\,,EN300-184113,Enamine,213.03,6-bromo-1H-indazol-5-ol,0.25,19,USD,10,Oc(cc(cn[nH]1)c1c1)c1Br
dmLL`BFPqDfYuVzU``Jb@@ !BbGw~_x`BmwvH_Xa}b@I`FfAeKF\,,EN300-1997124,Enamine,217.02,"6-bromo-1,3-dioxaindan-5-ol",0.1,60,USD,8.826,Oc(cc1OCOc1c1)c1Br
dmLL`BYPqDfYm^FU`bBb@@ !B?g~w_Xa}mpK~_v@Z?g~H_RqgXFT,,EN300-6817742,Enamine,217.02,"4-bromo-1,3-dioxaindan-5-ol",0.1,277,USD,4.669,Oc(ccc1c2OCO1)c2Br
dmLH`BCDRYfuXYVBBJH@@ !B?g~w_Xa}mpK~_?y?XAjH_VAeKF\,,EN300-6777934,Enamine,213.07,"4-bromo-2,3-dihydro-1H-inden-5-ol",0.1,342,USD,10,Oc(ccc1c2CCC1)c2Br
dmLHPBCDdHRYfuXYVBBIH@@ !B?g~w_Xa}mpK~_?y?XAjH_VAeKF\,,EN300-6814141,Enamine,229.1,4-bromo-1-benzothiophen-5-ol,0.1,515,USD,6.949,Oc(ccc1c2cc[s]1)c2Br
dmLHPBCDdHRYgm[iVB@iH@@ !BbGvH@oy??`BH_Xa}?g}`FfAeKF\,,EN300-7720333,Enamine,229.1,5-bromo-1-benzothiophen-4-ol,0.1,376,USD,10,Oc(c1c(cc2)[s]cc1)c2Br
dmLD`BdLQIf[UaeXHHd`@ !B?g~w_Xa}mpK~_?y?XAjH_VAeKF\,,EN300-6812507,Enamine,213.03,4-bromo-1-benzofuran-5-ol,0.1,376,USD,0,Oc(ccc1c2cc[o]1)c2Br
dmLD`BdLQIf]UneXHBh`@ !BbGw~_x`BmwvH_Xa}b@I`FfAeKF\,,EN300-6777190,Enamine,215.05,"5-bromo-2,3-dihydro-1-benzofuran-6-ol",0.1,306,USD,10,Oc(cc1OCCc1c1)c1Br
dknLqNI]CDfPNPz]yIf^VVFBBIh@@ !Bb@K~@Ha}mpJH@h`B?`BH_Xa}mpJH@h`B,,EN300-2940789,Enamine,253.99,"6-bromo-3,4-difluoro-2-nitrophenol",0.1,72,USD,10,[O-][N+](c(c(O)c(cc1F)Br)c1F)=O
dknLQNI]CDgDz]yIf^VVFBBIh@@ !B?`BH@k\BbGw~@Ox@b@Jw@k\BbGw~@Ox@,,EN300-7394007,Enamine,310.93,"4,6-dibromo-3-methyl-2-nitrophenol",0.1,221,USD,10,Cc(c(Br)cc(Br)c1O)c1[N+]([O-])=O
dknLPNKSCDgDRYggya``bf@@ !Bb@K~@Ha}mpJH@h`B?`BH_Xa}b@JH__x@,,EN300-6192223,Enamine,310.93,"2-amino-4,6-dibromo-3-hydroxybenzoic acid",0.1,470,USD,4.041,Nc1c(C(O)=O)c(Br)cc(Br)c1O
dknHPMHLP|QIf]UFy]``Jh`@ !BmpK~@K]}b@Jw@k\Bmwvw_[\BmpJw_]kv,,EN300-43394515,Enamine,309,"6-bromo-1,2,3,4-tetrahydroisoquinolin-7-ol hydrobromide",0.1,337,USD,10,Oc(cc(CNCC1)c1c1)c1Br.Br
dknHPMHLPxaIf[WFE]``bh`@ !B?`BH@k_|bGw~@Ox@mwvw@k\BmpJw?_sF,,EN300-26571534,Enamine,264.55,"5-bromo-1,2,3,4-tetrahydroisoquinolin-6-ol hydrochloride",0.1,515,USD,2.667,Oc(ccc1c2CCNC1)c2Br.Cl
dknHPIHLP|QIf[WFE]``@@@@ !B?`BH@k_|bGw~@Ox@mwvw@k\BmpJw?_sF,,EN300-6736647,Enamine,304.97,5-bromoquinolin-6-ol hydrobromide,0.1,97,USD,10,Oc(ccc1c2cccn1)c2Br.Br
dknHPEHLPxaIf[WFE]``bh`@ !B?`BH@k_|bGw~@Ox@mwvw@k\BmpJw?_sF,,EN300-28247672,Enamine,264.55,"8-bromo-1,2,3,4-tetrahydroisoquinolin-7-ol hydrochloride",0.1,420,USD,8.677,Oc(ccc1c2CNCC1)c2Br.Cl
dknHPEHLPxaIf]UFy]``Jh`@ !BmpK~@K]}b@Jw@k\Bmwvw_[\BmpJw_]kv,,EN300-6490239,Enamine,264.55,"7-bromo-1,2,3,4-tetrahydroisoquinolin-6-ol hydrochloride",0.1,706,USD,8.652,Oc(cc(CCNC1)c1c1)c1Br.Cl
dknHPEHLP|QIf[WFE]``@@@@ !B?`BH@k_|bGw~@Ox@mwvw@k\BmpJw?_sF,,EN300-27736248,Enamine,304.97,8-bromoisoquinolin-7-ol hydrobromide,0.1,85,USD,10,Oc(ccc1c2cncc1)c2Br.Br
dknHPBXLP|SHhhheBNe]`B@@@@ !B?`Bw?H`Bmww~@Ha}?`Bw@h`BmpK~@OsF,,EN300-305644,Enamine,304.97,8-bromoquinolin-7-ol hydrobromide,0.1,23,USD,10,Oc(ccc1c2nccc1)c2Br.Br
dknHPAHLP|QIf]UFy]``@@@@ !BmpK~@K]}b@Jw@k\Bmwvw_[\BmpJw_]kv,,EN300-6730696,Enamine,304.97,7-bromoquinolin-6-ol hydrobromide,0.1,66,USD,9.403,Oc(c(Br)c1)cc2c1nccc2.Br
dknD`MK`qDfYy]XXHHk`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw__x@,,EN300-09546,Enamine,242.07,3-bromo-5-ethoxy-4-hydroxybenzonitrile,0.1,27,USD,10,CCOc1cc(C#N)cc(Br)c1O
dknD`CIPqDfYy[XXHHfp@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@k]},,EN300-19592842,Enamine,240.06,3-acetyl-5-bromo-4-hydroxybenzonitrile,0.1,120,USD,10,CC(c1cc(C#N)cc(Br)c1O)=O
dknDPMYPqBqDfYnwzXHbK`@@ !BmpJw__x@?g~w@h`BmpJw__x@?`Bw_X`B,,EN300-227936,Enamine,306.94,"2,3-dibromo-4-hydroxy-5-methoxybenzonitrile",0.1,407,USD,1,COc(cc(c(Br)c1Br)C#N)c1O
dknDPIKPqAqDfYuv[hHBi`@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@b@JH__x@,,EN300-174327,Enamine,308.96,"N-(2,4-dibromo-5-hydroxyphenyl)acetamide",0.1,136,USD,10,CC(Nc(c(Br)c1)cc(O)c1Br)=O
dknBaII]LLRYOdfYyv[hHBe`@@ !Bb@JH__x@?g~H@h`B?`BH__x@b@Jw@h`B,,EN300-92982,Enamine,246.02,3-bromo-2-hydroxy-5-nitrobenzaldehyde,0.1,19,USD,10,[O-][N+](c(cc1C=O)cc(Br)c1O)=O
dklL`B{PqDfYy^XXHHi`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@K~_{\B,,EN300-1899724,Enamine,245.07,1-(3-bromo-4-hydroxy-5-methoxyphenyl)ethan-1-one,0.1,103,USD,10,CC(c(cc1OC)cc(Br)c1O)=O
dklL`BtpqLbbbtJT[hHBi`@@ !BmpK~@K]}b@Jw@k\Bmww~@H`B?`BH?K_|,,EN300-1897957,Enamine,245.07,3-(3-bromo-2-hydroxyphenyl)propanoic acid,0.1,241,USD,10,OC(CCc1cccc(Br)c1O)=O
dklL`B{PqDfYy]XXHHi`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@ox@,,EN300-17133,Enamine,245.07,3-bromo-5-ethoxy-4-hydroxybenzaldehyde,0.25,19,USD,10,CCOc1cc(C=O)cc(Br)c1O
dklL`BWPqLbbbtra[hHBf`@@ !BmpK~@K]}b@Jw@k\Bmww~@K\BmpJH@ox@,,EN300-26974853,Enamine,245.07,methyl 3-bromo-2-hydroxy-6-methylbenzoate,0.1,372,USD,1.05,Cc(cc1)c(C(OC)=O)c(O)c1Br
dklL`BWPqDfY}[[hHBf`@@ !B?`BH@k\BbGw~@Ox@mpK~@H`BbGw~@Hc|,,EN300-311376,Enamine,245.07,methyl 2-(4-bromo-3-hydroxyphenyl)acetate,0.1,383,USD,10,COC(Cc(cc1)cc(O)c1Br)=O
dklL`BDpqDfYnwZXHJJ`@@ !BmpK~@K]}b@Jw@k\B?g?~@K]}bOvH@oy?,,EN300-1914667,Enamine,247.09,2-bromo-3-(2-hydroxyethyl)-6-methoxyphenol,0.1,337,USD,0.057,COc1ccc(CCO)c(Br)c1O
